Date,,Stage,Stage_m
3/21/2015,7:00:00 AM,13.27,4.04
3/21/2015,8:00:00 AM,13.28,4.05
3/21/2015,9:00:00 AM,13.29,4.05
3/21/2015,10:00:00 AM,13.28,4.05
3/21/2015,11:00:00 AM,13.3,4.05
3/21/2015,12:00:00 PM,13.28,4.05
3/21/2015,1:00:00 PM,13.21,4.03
3/21/2015,2:00:00 PM,13.22,4.03
3/21/2015,3:00:00 PM,13.19,4.02
3/21/2015,4:00:00 PM,13.18,4.02
3/21/2015,5:00:00 PM,13.18,4.02
3/21/2015,6:00:00 PM,13.16,4.01
3/21/2015,7:00:00 PM,13.2,4.02
3/21/2015,8:00:00 PM,13.18,4.02
3/21/2015,9:00:00 PM,13.24,4.04
3/21/2015,10:00:00 PM,13.2,4.02
3/21/2015,11:00:00 PM,13.2,4.02
3/22/2015,12:00:00 AM,13.18,4.02
3/22/2015,1:00:00 AM,13.18,4.02
3/22/2015,2:00:00 AM,13.21,4.03
3/22/2015,3:00:00 AM,13.16,4.01
3/22/2015,4:00:00 AM,13.18,4.02
3/22/2015,5:00:00 AM,13.16,4.01
3/22/2015,6:00:00 AM,13.16,4.01
3/22/2015,7:00:00 AM,13.17,4.01
3/22/2015,8:00:00 AM,13.17,4.01
3/22/2015,9:00:00 AM,13.15,4.01
3/22/2015,10:00:00 AM,13.14,4.01
3/22/2015,11:00:00 AM,13.2,4.02
3/22/2015,12:00:00 PM,13.17,4.01
3/22/2015,1:00:00 PM,13.1,3.99
3/22/2015,2:00:00 PM,13.1,3.99
3/22/2015,3:00:00 PM,13.15,4.01
3/22/2015,4:00:00 PM,13.18,4.02
3/22/2015,5:00:00 PM,13.14,4.01
3/22/2015,6:00:00 PM,13.16,4.01
3/22/2015,7:00:00 PM,13.17,4.01
3/22/2015,8:00:00 PM,13.19,4.02
3/22/2015,9:00:00 PM,13.18,4.02
3/22/2015,10:00:00 PM,13.16,4.01
3/22/2015,11:00:00 PM,13.13,4
3/23/2015,12:00:00 AM,13.16,4.01
3/23/2015,1:00:00 AM,13.18,4.02
3/23/2015,2:00:00 AM,13.15,4.01
3/23/2015,3:00:00 AM,13.16,4.01
3/23/2015,4:00:00 AM,13.16,4.01
3/23/2015,5:00:00 AM,13.19,4.02
3/23/2015,6:00:00 AM,13.17,4.01
3/23/2015,7:00:00 AM,13.19,4.02
3/23/2015,8:00:00 AM,13.19,4.02
3/23/2015,9:00:00 AM,13.17,4.01
3/23/2015,10:00:00 AM,13.17,4.01
3/23/2015,11:00:00 AM,13.14,4.01
3/23/2015,12:00:00 PM,13.13,4
3/23/2015,1:00:00 PM,13.04,3.97
3/23/2015,2:00:00 PM,13.02,3.97
3/23/2015,3:00:00 PM,13.04,3.97
3/23/2015,4:00:00 PM,13.03,3.97
3/23/2015,5:00:00 PM,13.02,3.97
3/23/2015,6:00:00 PM,13.02,3.97
3/23/2015,7:00:00 PM,13.04,3.97
3/23/2015,8:00:00 PM,13.05,3.98
3/23/2015,9:00:00 PM,13.01,3.97
3/23/2015,10:00:00 PM,13.08,3.99
3/23/2015,11:00:00 PM,13.03,3.97
3/24/2015,12:00:00 AM,13,3.96
3/24/2015,1:00:00 AM,13.04,3.97
3/24/2015,2:00:00 AM,13.03,3.97
3/24/2015,3:00:00 AM,13.06,3.98
3/24/2015,4:00:00 AM,13.01,3.97
3/24/2015,5:00:00 AM,13,3.96
3/24/2015,6:00:00 AM,12.99,3.96
3/24/2015,7:00:00 AM,12.98,3.96
3/24/2015,8:00:00 AM,12.99,3.96
3/24/2015,9:00:00 AM,12.97,3.95
3/24/2015,10:00:00 AM,12.98,3.96
3/24/2015,11:00:00 AM,12.99,3.96
3/24/2015,12:00:00 PM,12.99,3.96
3/24/2015,1:00:00 PM,12.95,3.95
3/24/2015,2:00:00 PM,12.95,3.95
3/24/2015,3:00:00 PM,12.98,3.96
3/24/2015,4:00:00 PM,12.98,3.96
3/24/2015,5:00:00 PM,13.04,3.97
3/24/2015,6:00:00 PM,12.97,3.95
3/24/2015,7:00:00 PM,13,3.96
3/24/2015,8:00:00 PM,12.99,3.96
3/24/2015,9:00:00 PM,12.99,3.96
3/24/2015,10:00:00 PM,12.97,3.95
3/24/2015,11:00:00 PM,12.97,3.95
3/25/2015,12:00:00 AM,12.98,3.96
3/25/2015,1:00:00 AM,12.98,3.96
3/25/2015,2:00:00 AM,13.03,3.97
3/25/2015,3:00:00 AM,13,3.96
3/25/2015,4:00:00 AM,12.96,3.95
3/25/2015,5:00:00 AM,12.99,3.96
3/25/2015,6:00:00 AM,13.02,3.97
3/25/2015,7:00:00 AM,12.95,3.95
3/25/2015,8:00:00 AM,12.99,3.96
3/25/2015,9:00:00 AM,13,3.96
3/25/2015,10:00:00 AM,13.02,3.97
3/25/2015,11:00:00 AM,13.06,3.98
3/25/2015,12:00:00 PM,13.21,4.03
3/25/2015,1:00:00 PM,12.97,3.95
3/25/2015,2:00:00 PM,13.01,3.97
3/25/2015,3:00:00 PM,13,3.96
3/25/2015,4:00:00 PM,12.99,3.96
3/25/2015,5:00:00 PM,13.06,3.98
3/25/2015,6:00:00 PM,13.01,3.97
3/25/2015,7:00:00 PM,13.08,3.99
3/25/2015,8:00:00 PM,13.02,3.97
3/25/2015,9:00:00 PM,12.97,3.95
3/25/2015,10:00:00 PM,13.02,3.97
3/25/2015,11:00:00 PM,13.1,3.99
3/26/2015,12:00:00 AM,12.98,3.96
3/26/2015,1:00:00 AM,13.01,3.97
3/26/2015,2:00:00 AM,13.09,3.99
3/26/2015,3:00:00 AM,13.17,4.01
3/26/2015,4:00:00 AM,12.98,3.96
3/26/2015,5:00:00 AM,13,3.96
3/26/2015,6:00:00 AM,12.99,3.96
3/26/2015,7:00:00 AM,12.97,3.95
3/26/2015,8:00:00 AM,12.98,3.96
3/26/2015,9:00:00 AM,13,3.96
3/26/2015,10:00:00 AM,12.94,3.94
3/26/2015,11:00:00 AM,13.01,3.97
3/26/2015,12:00:00 PM,13.01,3.97
3/26/2015,1:00:00 PM,13.01,3.97
3/26/2015,2:00:00 PM,13.07,3.98
3/26/2015,3:00:00 PM,13.01,3.97
3/26/2015,4:00:00 PM,13.12,4
3/26/2015,5:00:00 PM,13.09,3.99
3/26/2015,6:00:00 PM,13.12,4
3/26/2015,7:00:00 PM,13.13,4
3/26/2015,8:00:00 PM,,
3/26/2015,9:00:00 PM,13.08,3.99
3/26/2015,10:00:00 PM,13.28,4.05
3/26/2015,11:00:00 PM,13.16,4.01
3/27/2015,12:00:00 AM,13.09,3.99
3/27/2015,1:00:00 AM,13.2,4.02
3/27/2015,2:00:00 AM,13.1,3.99
3/27/2015,3:00:00 AM,13.04,3.97
3/27/2015,4:00:00 AM,13.05,3.98
3/27/2015,5:00:00 AM,12.97,3.95
3/27/2015,6:00:00 AM,13.04,3.97
3/27/2015,7:00:00 AM,12.99,3.96
3/27/2015,8:00:00 AM,12.96,3.95
3/27/2015,9:00:00 AM,13.01,3.97
3/27/2015,10:00:00 AM,12.98,3.96
3/27/2015,11:00:00 AM,12.97,3.95
3/27/2015,12:00:00 PM,12.98,3.96
3/27/2015,1:00:00 PM,13,3.96
3/27/2015,2:00:00 PM,13,3.96
3/27/2015,3:00:00 PM,12.97,3.95
3/27/2015,4:00:00 PM,12.97,3.95
3/27/2015,5:00:00 PM,12.96,3.95
3/27/2015,6:00:00 PM,12.93,3.94
3/27/2015,7:00:00 PM,12.93,3.94
3/27/2015,8:00:00 PM,12.9,3.93
3/27/2015,9:00:00 PM,12.97,3.95
3/27/2015,10:00:00 PM,12.88,3.93
3/27/2015,11:00:00 PM,12.93,3.94
3/28/2015,12:00:00 AM,12.94,3.94
3/28/2015,1:00:00 AM,12.91,3.93
3/28/2015,2:00:00 AM,12.88,3.93
3/28/2015,3:00:00 AM,12.86,3.92
3/28/2015,4:00:00 AM,12.88,3.93
3/28/2015,5:00:00 AM,12.85,3.92
3/28/2015,6:00:00 AM,12.84,3.91
3/28/2015,7:00:00 AM,12.82,3.91
3/28/2015,8:00:00 AM,12.81,3.9
3/28/2015,9:00:00 AM,12.8,3.9
3/28/2015,10:00:00 AM,12.78,3.9
3/28/2015,11:00:00 AM,12.78,3.9
3/28/2015,12:00:00 PM,12.82,3.91
3/28/2015,1:00:00 PM,12.75,3.89
3/28/2015,2:00:00 PM,12.77,3.89
3/28/2015,3:00:00 PM,12.8,3.9
3/28/2015,4:00:00 PM,12.81,3.9
3/28/2015,5:00:00 PM,12.82,3.91
3/28/2015,6:00:00 PM,12.81,3.9
3/28/2015,7:00:00 PM,12.83,3.91
3/28/2015,8:00:00 PM,12.79,3.9
3/28/2015,9:00:00 PM,12.75,3.89
3/28/2015,10:00:00 PM,12.79,3.9
3/28/2015,11:00:00 PM,12.76,3.89
3/29/2015,12:00:00 AM,12.74,3.88
3/29/2015,1:00:00 AM,12.75,3.89
3/29/2015,2:00:00 AM,12.68,3.86
3/29/2015,3:00:00 AM,12.69,3.87
3/29/2015,4:00:00 AM,12.71,3.87
3/29/2015,5:00:00 AM,12.71,3.87
3/29/2015,6:00:00 AM,12.67,3.86
3/29/2015,7:00:00 AM,12.59,3.84
3/29/2015,8:00:00 AM,12.64,3.85
3/29/2015,9:00:00 AM,12.57,3.83
3/29/2015,10:00:00 AM,12.57,3.83
3/29/2015,11:00:00 AM,12.57,3.83
3/29/2015,12:00:00 PM,12.57,3.83
3/29/2015,1:00:00 PM,12.51,3.81
3/29/2015,2:00:00 PM,12.5,3.81
3/29/2015,3:00:00 PM,12.5,3.81
3/29/2015,4:00:00 PM,12.49,3.81
3/29/2015,5:00:00 PM,12.52,3.82
3/29/2015,6:00:00 PM,12.51,3.81
3/29/2015,7:00:00 PM,12.52,3.82
3/29/2015,8:00:00 PM,12.52,3.82
3/29/2015,9:00:00 PM,12.51,3.81
3/29/2015,10:00:00 PM,12.51,3.81
3/29/2015,11:00:00 PM,12.53,3.82
3/30/2015,12:00:00 AM,12.52,3.82
3/30/2015,1:00:00 AM,12.5,3.81
3/30/2015,2:00:00 AM,12.5,3.81
3/30/2015,3:00:00 AM,12.48,3.8
3/30/2015,4:00:00 AM,12.5,3.81
3/30/2015,5:00:00 AM,12.46,3.8
3/30/2015,6:00:00 AM,12.45,3.79
3/30/2015,7:00:00 AM,12.45,3.79
3/30/2015,8:00:00 AM,12.5,3.81
3/30/2015,9:00:00 AM,12.46,3.8
3/30/2015,10:00:00 AM,12.46,3.8
3/30/2015,11:00:00 AM,12.48,3.8
3/30/2015,12:00:00 PM,12.47,3.8
3/30/2015,1:00:00 PM,12.44,3.79
3/30/2015,2:00:00 PM,12.43,3.79
3/30/2015,3:00:00 PM,12.43,3.79
3/30/2015,4:00:00 PM,12.44,3.79
3/30/2015,5:00:00 PM,12.44,3.79
3/30/2015,6:00:00 PM,12.44,3.79
3/30/2015,7:00:00 PM,12.44,3.79
3/30/2015,8:00:00 PM,12.44,3.79
3/30/2015,9:00:00 PM,12.45,3.79
3/30/2015,10:00:00 PM,12.45,3.79
3/30/2015,11:00:00 PM,12.46,3.8
3/31/2015,12:00:00 AM,12.44,3.79
3/31/2015,1:00:00 AM,12.46,3.8
3/31/2015,2:00:00 AM,12.45,3.79
3/31/2015,3:00:00 AM,12.47,3.8
3/31/2015,4:00:00 AM,12.45,3.79
3/31/2015,5:00:00 AM,12.47,3.8
3/31/2015,6:00:00 AM,12.51,3.81
3/31/2015,7:00:00 AM,12.5,3.81
3/31/2015,8:00:00 AM,12.47,3.8
3/31/2015,9:00:00 AM,12.51,3.81
3/31/2015,10:00:00 AM,12.5,3.81
3/31/2015,11:00:00 AM,12.47,3.8
3/31/2015,12:00:00 PM,12.49,3.81
3/31/2015,1:00:00 PM,12.45,3.79
3/31/2015,2:00:00 PM,12.45,3.79
3/31/2015,3:00:00 PM,12.49,3.81
3/31/2015,4:00:00 PM,12.48,3.8
3/31/2015,5:00:00 PM,12.5,3.81
3/31/2015,6:00:00 PM,12.49,3.81
3/31/2015,7:00:00 PM,12.46,3.8
3/31/2015,8:00:00 PM,12.44,3.79
3/31/2015,9:00:00 PM,12.46,3.8
3/31/2015,10:00:00 PM,12.44,3.79
3/31/2015,11:00:00 PM,12.48,3.8
4/1/2015,12:00:00 AM,12.44,3.79
4/1/2015,1:00:00 AM,12.48,3.8
4/1/2015,2:00:00 AM,12.44,3.79
4/1/2015,3:00:00 AM,12.51,3.81
4/1/2015,4:00:00 AM,12.54,3.82
4/1/2015,5:00:00 AM,12.56,3.83
4/1/2015,6:00:00 AM,12.54,3.82
4/1/2015,7:00:00 AM,12.54,3.82
4/1/2015,8:00:00 AM,12.49,3.81
4/1/2015,9:00:00 AM,12.56,3.83
4/1/2015,10:00:00 AM,12.6,3.84
4/1/2015,11:00:00 AM,12.57,3.83
4/1/2015,12:00:00 PM,12.68,3.86
4/1/2015,1:00:00 PM,12.52,3.82
4/1/2015,2:00:00 PM,12.5,3.81
4/1/2015,3:00:00 PM,12.48,3.8
4/1/2015,4:00:00 PM,12.5,3.81
4/1/2015,5:00:00 PM,12.52,3.82
4/1/2015,6:00:00 PM,12.46,3.8
4/1/2015,7:00:00 PM,12.48,3.8
4/1/2015,8:00:00 PM,12.44,3.79
4/1/2015,9:00:00 PM,12.42,3.79
4/1/2015,10:00:00 PM,12.43,3.79
4/1/2015,11:00:00 PM,12.4,3.78
4/2/2015,12:00:00 AM,12.43,3.79
4/2/2015,1:00:00 AM,12.44,3.79
4/2/2015,2:00:00 AM,12.45,3.79
4/2/2015,3:00:00 AM,12.44,3.79
4/2/2015,4:00:00 AM,12.48,3.8
4/2/2015,5:00:00 AM,12.44,3.79
4/2/2015,6:00:00 AM,12.42,3.79
4/2/2015,7:00:00 AM,12.42,3.79
4/2/2015,8:00:00 AM,12.46,3.8
4/2/2015,9:00:00 AM,12.47,3.8
4/2/2015,10:00:00 AM,12.55,3.83
4/2/2015,11:00:00 AM,12.53,3.82
4/2/2015,12:00:00 PM,12.49,3.81
4/2/2015,1:00:00 PM,12.49,3.81
4/2/2015,2:00:00 PM,12.59,3.84
4/2/2015,3:00:00 PM,12.56,3.83
4/2/2015,4:00:00 PM,12.55,3.83
4/2/2015,5:00:00 PM,12.57,3.83
4/2/2015,6:00:00 PM,12.52,3.82
4/2/2015,7:00:00 PM,12.6,3.84
4/2/2015,8:00:00 PM,12.56,3.83
4/2/2015,9:00:00 PM,12.52,3.82
4/2/2015,10:00:00 PM,12.5,3.81
4/2/2015,11:00:00 PM,12.49,3.81
4/3/2015,12:00:00 AM,12.5,3.81
4/3/2015,1:00:00 AM,12.48,3.8
4/3/2015,2:00:00 AM,12.46,3.8
4/3/2015,3:00:00 AM,12.44,3.79
4/3/2015,4:00:00 AM,12.44,3.79
4/3/2015,5:00:00 AM,12.62,3.85
4/3/2015,6:00:00 AM,12.51,3.81
4/3/2015,7:00:00 AM,12.51,3.81
4/3/2015,8:00:00 AM,12.45,3.79
4/3/2015,9:00:00 AM,12.41,3.78
4/3/2015,10:00:00 AM,12.5,3.81
4/3/2015,11:00:00 AM,12.44,3.79
4/3/2015,12:00:00 PM,12.5,3.81
4/3/2015,1:00:00 PM,12.37,3.77
4/3/2015,2:00:00 PM,12.39,3.78
4/3/2015,3:00:00 PM,12.46,3.8
4/3/2015,4:00:00 PM,12.41,3.78
4/3/2015,5:00:00 PM,12.35,3.76
4/3/2015,6:00:00 PM,12.38,3.77
4/3/2015,7:00:00 PM,12.38,3.77
4/3/2015,8:00:00 PM,12.38,3.77
4/3/2015,9:00:00 PM,12.41,3.78
4/3/2015,10:00:00 PM,12.41,3.78
4/3/2015,11:00:00 PM,12.41,3.78
4/4/2015,12:00:00 AM,12.44,3.79
4/4/2015,1:00:00 AM,12.47,3.8
4/4/2015,2:00:00 AM,12.46,3.8
4/4/2015,3:00:00 AM,12.44,3.79
4/4/2015,4:00:00 AM,12.54,3.82
4/4/2015,5:00:00 AM,12.67,3.86
4/4/2015,6:00:00 AM,12.57,3.83
4/4/2015,7:00:00 AM,12.66,3.86
4/4/2015,8:00:00 AM,12.6,3.84
4/4/2015,9:00:00 AM,12.62,3.85
4/4/2015,10:00:00 AM,12.69,3.87
4/4/2015,11:00:00 AM,12.67,3.86
4/4/2015,12:00:00 PM,12.66,3.86
4/4/2015,1:00:00 PM,12.78,3.9
4/4/2015,2:00:00 PM,12.73,3.88
4/4/2015,3:00:00 PM,12.77,3.89
4/4/2015,4:00:00 PM,12.76,3.89
4/4/2015,5:00:00 PM,12.82,3.91
4/4/2015,6:00:00 PM,12.82,3.91
4/4/2015,7:00:00 PM,12.93,3.94
4/4/2015,8:00:00 PM,12.88,3.93
4/4/2015,9:00:00 PM,12.85,3.92
4/4/2015,10:00:00 PM,12.82,3.91
4/4/2015,11:00:00 PM,12.89,3.93
4/5/2015,12:00:00 AM,12.9,3.93
4/5/2015,1:00:00 AM,13.03,3.97
4/5/2015,2:00:00 AM,12.89,3.93
4/5/2015,3:00:00 AM,12.99,3.96
4/5/2015,4:00:00 AM,13.11,4
4/5/2015,5:00:00 AM,13.19,4.02
4/5/2015,6:00:00 AM,13.19,4.02
4/5/2015,7:00:00 AM,12.97,3.95
4/5/2015,8:00:00 AM,12.98,3.96
4/5/2015,9:00:00 AM,13.46,4.1
4/5/2015,10:00:00 AM,13.2,4.02
4/5/2015,11:00:00 AM,13.27,4.04
4/5/2015,12:00:00 PM,13.27,4.04
4/5/2015,1:00:00 PM,13.05,3.98
4/5/2015,2:00:00 PM,13.05,3.98
4/5/2015,3:00:00 PM,13.11,4
4/5/2015,4:00:00 PM,13.12,4
4/5/2015,5:00:00 PM,13.06,3.98
4/5/2015,6:00:00 PM,13.19,4.02
4/5/2015,7:00:00 PM,13.18,4.02
4/5/2015,8:00:00 PM,13.66,4.16
4/5/2015,9:00:00 PM,13.09,3.99
4/5/2015,10:00:00 PM,13.09,3.99
4/5/2015,11:00:00 PM,13.15,4.01
4/6/2015,12:00:00 AM,13.13,4
4/6/2015,1:00:00 AM,13.13,4
4/6/2015,2:00:00 AM,13.15,4.01
4/6/2015,3:00:00 AM,13.18,4.02
4/6/2015,4:00:00 AM,13.22,4.03
4/6/2015,5:00:00 AM,13.25,4.04
4/6/2015,6:00:00 AM,13.17,4.01
4/6/2015,7:00:00 AM,13.17,4.01
4/6/2015,8:00:00 AM,13.28,4.05
4/6/2015,9:00:00 AM,13.21,4.03
4/6/2015,10:00:00 AM,13.23,4.03
4/6/2015,11:00:00 AM,13.34,4.07
4/6/2015,12:00:00 PM,13.25,4.04
4/6/2015,1:00:00 PM,13.12,4
4/6/2015,2:00:00 PM,13.11,4
4/6/2015,3:00:00 PM,13.11,4
4/6/2015,4:00:00 PM,13.15,4.01
4/6/2015,5:00:00 PM,13.16,4.01
4/6/2015,6:00:00 PM,13.21,4.03
4/6/2015,7:00:00 PM,13.1,3.99
4/6/2015,8:00:00 PM,13.07,3.98
4/6/2015,9:00:00 PM,13.06,3.98
4/6/2015,10:00:00 PM,13.2,4.02
4/6/2015,11:00:00 PM,13.05,3.98
4/7/2015,12:00:00 AM,13.05,3.98
4/7/2015,1:00:00 AM,13.11,4
4/7/2015,2:00:00 AM,13.18,4.02
4/7/2015,3:00:00 AM,13.06,3.98
4/7/2015,4:00:00 AM,13.1,3.99
4/7/2015,5:00:00 AM,13.07,3.98
4/7/2015,6:00:00 AM,13.1,3.99
4/7/2015,7:00:00 AM,13.1,3.99
4/7/2015,8:00:00 AM,13.09,3.99
4/7/2015,9:00:00 AM,13.1,3.99
4/7/2015,10:00:00 AM,13.09,3.99
4/7/2015,11:00:00 AM,13.1,3.99
4/7/2015,12:00:00 PM,13.09,3.99
4/7/2015,1:00:00 PM,13.07,3.98
4/7/2015,2:00:00 PM,13.07,3.98
4/7/2015,3:00:00 PM,13.04,3.97
4/7/2015,4:00:00 PM,13.14,4.01
4/7/2015,5:00:00 PM,13.15,4.01
4/7/2015,6:00:00 PM,13.12,4
4/7/2015,7:00:00 PM,13.13,4
4/7/2015,8:00:00 PM,13.15,4.01
4/7/2015,9:00:00 PM,13.19,4.02
4/7/2015,10:00:00 PM,13.13,4
4/7/2015,11:00:00 PM,13.14,4.01
4/8/2015,12:00:00 AM,13.18,4.02
4/8/2015,1:00:00 AM,13.21,4.03
4/8/2015,2:00:00 AM,13.21,4.03
4/8/2015,3:00:00 AM,13.21,4.03
4/8/2015,4:00:00 AM,13.24,4.04
4/8/2015,5:00:00 AM,13.19,4.02
4/8/2015,6:00:00 AM,13.19,4.02
4/8/2015,7:00:00 AM,13.22,4.03
4/8/2015,8:00:00 AM,13.26,4.04
4/8/2015,9:00:00 AM,13.24,4.04
4/8/2015,10:00:00 AM,13.31,4.06
4/8/2015,11:00:00 AM,13.31,4.06
4/8/2015,12:00:00 PM,13.3,4.05
4/8/2015,1:00:00 PM,13.4,4.08
4/8/2015,2:00:00 PM,13.4,4.08
4/8/2015,3:00:00 PM,13.45,4.1
4/8/2015,4:00:00 PM,13.52,4.12
4/8/2015,5:00:00 PM,13.48,4.11
4/8/2015,6:00:00 PM,13.46,4.1
4/8/2015,7:00:00 PM,13.49,4.11
4/8/2015,8:00:00 PM,13.47,4.11
4/8/2015,9:00:00 PM,13.57,4.14
4/8/2015,10:00:00 PM,13.48,4.11
4/8/2015,11:00:00 PM,13.45,4.1
4/9/2015,12:00:00 AM,13.44,4.1
4/9/2015,1:00:00 AM,13.47,4.11
4/9/2015,2:00:00 AM,13.74,4.19
4/9/2015,3:00:00 AM,13.59,4.14
4/9/2015,4:00:00 AM,13.4,4.08
4/9/2015,5:00:00 AM,13.54,4.13
4/9/2015,6:00:00 AM,13.47,4.11
4/9/2015,7:00:00 AM,13.48,4.11
4/9/2015,8:00:00 AM,13.47,4.11
4/9/2015,9:00:00 AM,13.41,4.09
4/9/2015,10:00:00 AM,13.4,4.08
4/9/2015,11:00:00 AM,13.4,4.08
4/9/2015,12:00:00 PM,13.48,4.11
4/9/2015,1:00:00 PM,13.33,4.06
4/9/2015,2:00:00 PM,13.33,4.06
4/9/2015,3:00:00 PM,13.36,4.07
4/9/2015,4:00:00 PM,13.38,4.08
4/9/2015,5:00:00 PM,13.42,4.09
4/9/2015,6:00:00 PM,13.47,4.11
4/9/2015,7:00:00 PM,13.43,4.09
4/9/2015,8:00:00 PM,13.45,4.1
4/9/2015,9:00:00 PM,13.38,4.08
4/9/2015,10:00:00 PM,13.45,4.1
4/9/2015,11:00:00 PM,13.39,4.08
4/10/2015,12:00:00 AM,13.42,4.09
4/10/2015,1:00:00 AM,13.36,4.07
4/10/2015,2:00:00 AM,13.32,4.06
4/10/2015,3:00:00 AM,13.38,4.08
4/10/2015,4:00:00 AM,13.56,4.13
4/10/2015,5:00:00 AM,13.35,4.07
4/10/2015,6:00:00 AM,13.45,4.1
