Date,,Stage,Stage_m
4/10/2015,7:00:00 AM,13.38,4.08
4/10/2015,8:00:00 AM,13.27,4.04
4/10/2015,9:00:00 AM,13.32,4.06
4/10/2015,10:00:00 AM,13.33,4.06
4/10/2015,11:00:00 AM,13.4,4.08
4/10/2015,12:00:00 PM,13.4,4.08
4/10/2015,1:00:00 PM,13.2,4.02
4/10/2015,2:00:00 PM,13.26,4.04
4/10/2015,3:00:00 PM,13.22,4.03
4/10/2015,4:00:00 PM,13.26,4.04
4/10/2015,5:00:00 PM,13.24,4.04
4/10/2015,6:00:00 PM,13.28,4.05
4/10/2015,7:00:00 PM,13.26,4.04
4/10/2015,8:00:00 PM,13.26,4.04
4/10/2015,9:00:00 PM,13.3,4.05
4/10/2015,10:00:00 PM,13.28,4.05
4/10/2015,11:00:00 PM,13.25,4.04
4/11/2015,12:00:00 AM,13.28,4.05
4/11/2015,1:00:00 AM,13.34,4.07
4/11/2015,2:00:00 AM,13.22,4.03
4/11/2015,3:00:00 AM,13.31,4.06
4/11/2015,4:00:00 AM,13.41,4.09
4/11/2015,5:00:00 AM,13.27,4.04
4/11/2015,6:00:00 AM,13.28,4.05
4/11/2015,7:00:00 AM,13.35,4.07
4/11/2015,8:00:00 AM,13.34,4.07
4/11/2015,9:00:00 AM,13.57,4.14
4/11/2015,10:00:00 AM,13.28,4.05
4/11/2015,11:00:00 AM,13.31,4.06
4/11/2015,12:00:00 PM,13.23,4.03
4/11/2015,1:00:00 PM,13.12,4
4/11/2015,2:00:00 PM,13.21,4.03
4/11/2015,3:00:00 PM,13.23,4.03
4/11/2015,4:00:00 PM,13.26,4.04
4/11/2015,5:00:00 PM,13.32,4.06
4/11/2015,6:00:00 PM,13.29,4.05
4/11/2015,7:00:00 PM,13.23,4.03
4/11/2015,8:00:00 PM,13.21,4.03
4/11/2015,9:00:00 PM,13.17,4.01
4/11/2015,10:00:00 PM,13.33,4.06
4/11/2015,11:00:00 PM,13.24,4.04
4/12/2015,12:00:00 AM,13.21,4.03
4/12/2015,1:00:00 AM,13.18,4.02
4/12/2015,2:00:00 AM,13.16,4.01
4/12/2015,3:00:00 AM,13.15,4.01
4/12/2015,4:00:00 AM,13.21,4.03
4/12/2015,5:00:00 AM,13.17,4.01
4/12/2015,6:00:00 AM,13.17,4.01
4/12/2015,7:00:00 AM,13.13,4
4/12/2015,8:00:00 AM,13.17,4.01
4/12/2015,9:00:00 AM,13.15,4.01
4/12/2015,10:00:00 AM,13.17,4.01
4/12/2015,11:00:00 AM,13.17,4.01
4/12/2015,12:00:00 PM,13.14,4.01
4/12/2015,1:00:00 PM,13.04,3.97
4/12/2015,2:00:00 PM,13.1,3.99
4/12/2015,3:00:00 PM,13.05,3.98
4/12/2015,4:00:00 PM,13.09,3.99
4/12/2015,5:00:00 PM,13.13,4
4/12/2015,6:00:00 PM,13.12,4
4/12/2015,7:00:00 PM,13.12,4
4/12/2015,8:00:00 PM,13.23,4.03
4/12/2015,9:00:00 PM,13.12,4
4/12/2015,10:00:00 PM,13.1,3.99
4/12/2015,11:00:00 PM,13.11,4
4/13/2015,12:00:00 AM,13.27,4.04
4/13/2015,1:00:00 AM,13.13,4
4/13/2015,2:00:00 AM,13.07,3.98
4/13/2015,3:00:00 AM,13.1,3.99
4/13/2015,4:00:00 AM,13.09,3.99
4/13/2015,5:00:00 AM,13.15,4.01
4/13/2015,6:00:00 AM,13.01,3.97
4/13/2015,7:00:00 AM,12.98,3.96
4/13/2015,8:00:00 AM,13,3.96
4/13/2015,9:00:00 AM,13,3.96
4/13/2015,10:00:00 AM,13.01,3.97
4/13/2015,11:00:00 AM,12.99,3.96
4/13/2015,12:00:00 PM,12.99,3.96
4/13/2015,1:00:00 PM,12.98,3.96
4/13/2015,2:00:00 PM,12.97,3.95
4/13/2015,3:00:00 PM,12.99,3.96
4/13/2015,4:00:00 PM,12.99,3.96
4/13/2015,5:00:00 PM,13,3.96
4/13/2015,6:00:00 PM,13.01,3.97
4/13/2015,7:00:00 PM,13,3.96
4/13/2015,8:00:00 PM,13.01,3.97
4/13/2015,9:00:00 PM,13.03,3.97
4/13/2015,10:00:00 PM,12.97,3.95
4/13/2015,11:00:00 PM,12.98,3.96
4/14/2015,12:00:00 AM,12.97,3.95
4/14/2015,1:00:00 AM,12.98,3.96
4/14/2015,2:00:00 AM,12.97,3.95
4/14/2015,3:00:00 AM,12.96,3.95
4/14/2015,4:00:00 AM,13,3.96
4/14/2015,5:00:00 AM,12.93,3.94
4/14/2015,6:00:00 AM,12.99,3.96
4/14/2015,7:00:00 AM,13.01,3.97
4/14/2015,8:00:00 AM,12.91,3.93
4/14/2015,9:00:00 AM,12.9,3.93
4/14/2015,10:00:00 AM,12.93,3.94
4/14/2015,11:00:00 AM,12.95,3.95
4/14/2015,12:00:00 PM,13.02,3.97
4/14/2015,1:00:00 PM,12.83,3.91
4/14/2015,2:00:00 PM,12.82,3.91
4/14/2015,3:00:00 PM,12.79,3.9
4/14/2015,4:00:00 PM,12.79,3.9
4/14/2015,5:00:00 PM,12.79,3.9
4/14/2015,6:00:00 PM,12.77,3.89
4/14/2015,7:00:00 PM,12.77,3.89
4/14/2015,8:00:00 PM,12.77,3.89
4/14/2015,9:00:00 PM,12.77,3.89
4/14/2015,10:00:00 PM,12.77,3.89
4/14/2015,11:00:00 PM,12.75,3.89
4/15/2015,12:00:00 AM,12.74,3.88
4/15/2015,1:00:00 AM,12.74,3.88
4/15/2015,2:00:00 AM,12.73,3.88
4/15/2015,3:00:00 AM,12.73,3.88
4/15/2015,4:00:00 AM,12.74,3.88
4/15/2015,5:00:00 AM,12.73,3.88
4/15/2015,6:00:00 AM,12.74,3.88
4/15/2015,7:00:00 AM,12.74,3.88
4/15/2015,8:00:00 AM,12.76,3.89
4/15/2015,9:00:00 AM,12.79,3.9
4/15/2015,10:00:00 AM,12.76,3.89
4/15/2015,11:00:00 AM,12.77,3.89
4/15/2015,12:00:00 PM,12.75,3.89
4/15/2015,1:00:00 PM,12.74,3.88
4/15/2015,2:00:00 PM,12.73,3.88
4/15/2015,3:00:00 PM,12.73,3.88
4/15/2015,4:00:00 PM,12.71,3.87
4/15/2015,5:00:00 PM,12.74,3.88
4/15/2015,6:00:00 PM,12.73,3.88
4/15/2015,7:00:00 PM,12.73,3.88
4/15/2015,8:00:00 PM,12.71,3.87
4/15/2015,9:00:00 PM,12.71,3.87
4/15/2015,10:00:00 PM,12.7,3.87
4/15/2015,11:00:00 PM,12.71,3.87
4/16/2015,12:00:00 AM,12.67,3.86
4/16/2015,1:00:00 AM,12.65,3.86
4/16/2015,2:00:00 AM,12.63,3.85
4/16/2015,3:00:00 AM,12.62,3.85
4/16/2015,4:00:00 AM,12.61,3.84
4/16/2015,5:00:00 AM,12.59,3.84
4/16/2015,6:00:00 AM,12.58,3.83
4/16/2015,7:00:00 AM,12.58,3.83
4/16/2015,8:00:00 AM,12.56,3.83
4/16/2015,9:00:00 AM,12.55,3.83
4/16/2015,10:00:00 AM,12.54,3.82
4/16/2015,11:00:00 AM,12.54,3.82
4/16/2015,12:00:00 PM,12.55,3.83
4/16/2015,1:00:00 PM,12.52,3.82
4/16/2015,2:00:00 PM,12.53,3.82
4/16/2015,3:00:00 PM,12.47,3.8
4/16/2015,4:00:00 PM,12.47,3.8
4/16/2015,5:00:00 PM,12.47,3.8
4/16/2015,6:00:00 PM,12.46,3.8
4/16/2015,7:00:00 PM,12.48,3.8
4/16/2015,8:00:00 PM,12.45,3.79
4/16/2015,9:00:00 PM,12.53,3.82
4/16/2015,10:00:00 PM,12.5,3.81
4/16/2015,11:00:00 PM,12.5,3.81
4/17/2015,12:00:00 AM,12.48,3.8
4/17/2015,1:00:00 AM,12.49,3.81
4/17/2015,2:00:00 AM,12.48,3.8
4/17/2015,3:00:00 AM,12.45,3.79
4/17/2015,4:00:00 AM,12.45,3.79
4/17/2015,5:00:00 AM,12.44,3.79
4/17/2015,6:00:00 AM,12.44,3.79
4/17/2015,7:00:00 AM,12.41,3.78
4/17/2015,8:00:00 AM,12.42,3.79
4/17/2015,9:00:00 AM,12.43,3.79
4/17/2015,10:00:00 AM,12.43,3.79
4/17/2015,11:00:00 AM,12.43,3.79
4/17/2015,12:00:00 PM,12.45,3.79
4/17/2015,1:00:00 PM,12.36,3.77
4/17/2015,2:00:00 PM,12.35,3.76
4/17/2015,3:00:00 PM,12.35,3.76
4/17/2015,4:00:00 PM,12.35,3.76
4/17/2015,5:00:00 PM,12.34,3.76
4/17/2015,6:00:00 PM,12.33,3.76
4/17/2015,7:00:00 PM,12.32,3.76
4/17/2015,8:00:00 PM,12.31,3.75
4/17/2015,9:00:00 PM,12.3,3.75
4/17/2015,10:00:00 PM,12.3,3.75
4/17/2015,11:00:00 PM,12.3,3.75
4/18/2015,12:00:00 AM,12.29,3.75
4/18/2015,1:00:00 AM,12.28,3.74
4/18/2015,2:00:00 AM,12.24,3.73
4/18/2015,3:00:00 AM,12.29,3.75
4/18/2015,4:00:00 AM,12.21,3.72
4/18/2015,5:00:00 AM,12.26,3.74
4/18/2015,6:00:00 AM,12.25,3.73
4/18/2015,7:00:00 AM,12.25,3.73
4/18/2015,8:00:00 AM,12.26,3.74
4/18/2015,9:00:00 AM,12.24,3.73
4/18/2015,10:00:00 AM,12.24,3.73
4/18/2015,11:00:00 AM,12.25,3.73
4/18/2015,12:00:00 PM,12.25,3.73
4/18/2015,1:00:00 PM,12.18,3.71
4/18/2015,2:00:00 PM,12.17,3.71
4/18/2015,3:00:00 PM,12.17,3.71
4/18/2015,4:00:00 PM,12.17,3.71
4/18/2015,5:00:00 PM,12.17,3.71
4/18/2015,6:00:00 PM,12.16,3.71
4/18/2015,7:00:00 PM,12.15,3.7
4/18/2015,8:00:00 PM,12.15,3.7
4/18/2015,9:00:00 PM,12.15,3.7
4/18/2015,10:00:00 PM,12.14,3.7
4/18/2015,11:00:00 PM,12.14,3.7
4/19/2015,12:00:00 AM,12.14,3.7
4/19/2015,1:00:00 AM,12.13,3.7
4/19/2015,2:00:00 AM,12.13,3.7
4/19/2015,3:00:00 AM,12.13,3.7
4/19/2015,4:00:00 AM,12.12,3.69
4/19/2015,5:00:00 AM,12.17,3.71
4/19/2015,6:00:00 AM,12.16,3.71
4/19/2015,7:00:00 AM,12.13,3.7
4/19/2015,8:00:00 AM,12.14,3.7
4/19/2015,9:00:00 AM,12.15,3.7
4/19/2015,10:00:00 AM,12.16,3.71
4/19/2015,11:00:00 AM,12.14,3.7
4/19/2015,12:00:00 PM,12.18,3.71
4/19/2015,1:00:00 PM,12.18,3.71
4/19/2015,2:00:00 PM,12.18,3.71
4/19/2015,3:00:00 PM,12.19,3.72
4/19/2015,4:00:00 PM,12.2,3.72
4/19/2015,5:00:00 PM,12.22,3.72
4/19/2015,6:00:00 PM,12.19,3.72
4/19/2015,7:00:00 PM,12.23,3.73
4/19/2015,8:00:00 PM,12.24,3.73
4/19/2015,9:00:00 PM,12.27,3.74
4/19/2015,10:00:00 PM,12.28,3.74
4/19/2015,11:00:00 PM,12.28,3.74
4/20/2015,12:00:00 AM,12.29,3.75
4/20/2015,1:00:00 AM,12.33,3.76
4/20/2015,2:00:00 AM,12.34,3.76
4/20/2015,3:00:00 AM,12.33,3.76
4/20/2015,4:00:00 AM,12.37,3.77
4/20/2015,5:00:00 AM,12.36,3.77
4/20/2015,6:00:00 AM,12.36,3.77
4/20/2015,7:00:00 AM,12.35,3.76
4/20/2015,8:00:00 AM,12.39,3.78
4/20/2015,9:00:00 AM,12.43,3.79
4/20/2015,10:00:00 AM,12.43,3.79
4/20/2015,11:00:00 AM,12.47,3.8
4/20/2015,12:00:00 PM,12.47,3.8
4/20/2015,1:00:00 PM,12.45,3.79
4/20/2015,2:00:00 PM,12.49,3.81
4/20/2015,3:00:00 PM,12.5,3.81
4/20/2015,4:00:00 PM,12.52,3.82
4/20/2015,5:00:00 PM,12.53,3.82
4/20/2015,6:00:00 PM,12.52,3.82
4/20/2015,7:00:00 PM,12.51,3.81
4/20/2015,8:00:00 PM,12.53,3.82
4/20/2015,9:00:00 PM,12.57,3.83
4/20/2015,10:00:00 PM,12.56,3.83
4/20/2015,11:00:00 PM,12.56,3.83
4/21/2015,12:00:00 AM,12.53,3.82
4/21/2015,1:00:00 AM,12.56,3.83
4/21/2015,2:00:00 AM,12.54,3.82
4/21/2015,3:00:00 AM,12.53,3.82
4/21/2015,4:00:00 AM,12.51,3.81
4/21/2015,5:00:00 AM,12.48,3.8
4/21/2015,6:00:00 AM,12.47,3.8
4/21/2015,7:00:00 AM,12.48,3.8
4/21/2015,8:00:00 AM,12.49,3.81
4/21/2015,9:00:00 AM,12.49,3.81
4/21/2015,10:00:00 AM,12.52,3.82
4/21/2015,11:00:00 AM,12.48,3.8
4/21/2015,12:00:00 PM,12.5,3.81
4/21/2015,1:00:00 PM,12.5,3.81
4/21/2015,2:00:00 PM,12.5,3.81
4/21/2015,3:00:00 PM,12.51,3.81
4/21/2015,4:00:00 PM,12.53,3.82
4/21/2015,5:00:00 PM,12.53,3.82
4/21/2015,6:00:00 PM,12.54,3.82
4/21/2015,7:00:00 PM,12.51,3.81
4/21/2015,8:00:00 PM,12.52,3.82
4/21/2015,9:00:00 PM,12.51,3.81
4/21/2015,10:00:00 PM,12.49,3.81
4/21/2015,11:00:00 PM,12.41,3.78
4/22/2015,12:00:00 AM,12.44,3.79
4/22/2015,1:00:00 AM,12.47,3.8
4/22/2015,2:00:00 AM,12.48,3.8
4/22/2015,3:00:00 AM,12.39,3.78
4/22/2015,4:00:00 AM,12.41,3.78
4/22/2015,5:00:00 AM,12.38,3.77
4/22/2015,6:00:00 AM,12.34,3.76
4/22/2015,7:00:00 AM,12.36,3.77
4/22/2015,8:00:00 AM,12.39,3.78
4/22/2015,9:00:00 AM,12.33,3.76
4/22/2015,10:00:00 AM,12.32,3.76
4/22/2015,11:00:00 AM,12.32,3.76
4/22/2015,12:00:00 PM,12.35,3.76
4/22/2015,1:00:00 PM,12.33,3.76
4/22/2015,2:00:00 PM,12.37,3.77
4/22/2015,3:00:00 PM,12.35,3.76
4/22/2015,4:00:00 PM,12.42,3.79
4/22/2015,5:00:00 PM,12.26,3.74
4/22/2015,6:00:00 PM,12.24,3.73
4/22/2015,7:00:00 PM,12.3,3.75
4/22/2015,8:00:00 PM,12.28,3.74
4/22/2015,9:00:00 PM,12.27,3.74
4/22/2015,10:00:00 PM,12.24,3.73
4/22/2015,11:00:00 PM,12.23,3.73
4/23/2015,12:00:00 AM,12.22,3.72
4/23/2015,1:00:00 AM,12.2,3.72
4/23/2015,2:00:00 AM,12.17,3.71
4/23/2015,3:00:00 AM,12.13,3.7
4/23/2015,4:00:00 AM,12.23,3.73
4/23/2015,5:00:00 AM,12.17,3.71
4/23/2015,6:00:00 AM,12.11,3.69
4/23/2015,7:00:00 AM,12.08,3.68
4/23/2015,8:00:00 AM,12.06,3.68
4/23/2015,9:00:00 AM,12.06,3.68
4/23/2015,10:00:00 AM,12.04,3.67
4/23/2015,11:00:00 AM,12.03,3.67
4/23/2015,12:00:00 PM,12.12,3.69
4/23/2015,1:00:00 PM,11.99,3.65
4/23/2015,2:00:00 PM,12.01,3.66
4/23/2015,3:00:00 PM,12.01,3.66
4/23/2015,4:00:00 PM,12.02,3.66
4/23/2015,5:00:00 PM,12.02,3.66
4/23/2015,6:00:00 PM,11.98,3.65
4/23/2015,7:00:00 PM,12.03,3.67
4/23/2015,8:00:00 PM,12.04,3.67
4/23/2015,9:00:00 PM,12.04,3.67
4/23/2015,10:00:00 PM,11.97,3.65
4/23/2015,11:00:00 PM,12.02,3.66
4/24/2015,12:00:00 AM,11.96,3.65
4/24/2015,1:00:00 AM,11.98,3.65
4/24/2015,2:00:00 AM,11.99,3.65
4/24/2015,3:00:00 AM,12,3.66
4/24/2015,4:00:00 AM,12,3.66
4/24/2015,5:00:00 AM,12,3.66
4/24/2015,6:00:00 AM,12,3.66
4/24/2015,7:00:00 AM,12.01,3.66
4/24/2015,8:00:00 AM,12.01,3.66
4/24/2015,9:00:00 AM,12,3.66
4/24/2015,10:00:00 AM,11.97,3.65
4/24/2015,11:00:00 AM,11.97,3.65
4/24/2015,12:00:00 PM,11.96,3.65
4/24/2015,1:00:00 PM,11.92,3.63
4/24/2015,2:00:00 PM,11.91,3.63
4/24/2015,3:00:00 PM,11.91,3.63
4/24/2015,4:00:00 PM,11.92,3.63
4/24/2015,5:00:00 PM,11.9,3.63
4/24/2015,6:00:00 PM,11.91,3.63
4/24/2015,7:00:00 PM,11.91,3.63
4/24/2015,8:00:00 PM,11.91,3.63
4/24/2015,9:00:00 PM,11.91,3.63
4/24/2015,10:00:00 PM,11.92,3.63
4/24/2015,11:00:00 PM,11.92,3.63
4/25/2015,12:00:00 AM,11.91,3.63
4/25/2015,1:00:00 AM,11.92,3.63
4/25/2015,2:00:00 AM,11.95,3.64
4/25/2015,3:00:00 AM,11.95,3.64
4/25/2015,4:00:00 AM,11.95,3.64
4/25/2015,5:00:00 AM,11.94,3.64
4/25/2015,6:00:00 AM,11.94,3.64
4/25/2015,7:00:00 AM,11.98,3.65
4/25/2015,8:00:00 AM,11.96,3.65
4/25/2015,9:00:00 AM,11.99,3.65
4/25/2015,10:00:00 AM,12.12,3.69
4/25/2015,11:00:00 AM,12.06,3.68
4/25/2015,12:00:00 PM,12.06,3.68
4/25/2015,1:00:00 PM,12.03,3.67
4/25/2015,2:00:00 PM,12.04,3.67
4/25/2015,3:00:00 PM,12.06,3.68
4/25/2015,4:00:00 PM,12.1,3.69
4/25/2015,5:00:00 PM,12.1,3.69
4/25/2015,6:00:00 PM,12.1,3.69
4/25/2015,7:00:00 PM,12.09,3.69
4/25/2015,8:00:00 PM,12.12,3.69
4/25/2015,9:00:00 PM,12.1,3.69
4/25/2015,10:00:00 PM,12.17,3.71
4/25/2015,11:00:00 PM,12.18,3.71
4/26/2015,12:00:00 AM,12.17,3.71
4/26/2015,1:00:00 AM,12.23,3.73
4/26/2015,2:00:00 AM,12.25,3.73
4/26/2015,3:00:00 AM,12.23,3.73
4/26/2015,4:00:00 AM,12.31,3.75
4/26/2015,5:00:00 AM,12.29,3.75
4/26/2015,6:00:00 AM,12.28,3.74
4/26/2015,7:00:00 AM,12.28,3.74
4/26/2015,8:00:00 AM,12.34,3.76
4/26/2015,9:00:00 AM,12.34,3.76
4/26/2015,10:00:00 AM,12.37,3.77
4/26/2015,11:00:00 AM,12.46,3.8
4/26/2015,12:00:00 PM,12.49,3.81
4/26/2015,1:00:00 PM,12.41,3.78
4/26/2015,2:00:00 PM,12.47,3.8
4/26/2015,3:00:00 PM,12.48,3.8
4/26/2015,4:00:00 PM,12.54,3.82
4/26/2015,5:00:00 PM,12.53,3.82
4/26/2015,6:00:00 PM,12.64,3.85
4/26/2015,7:00:00 PM,12.64,3.85
4/26/2015,8:00:00 PM,12.59,3.84
4/26/2015,9:00:00 PM,12.61,3.84
4/26/2015,10:00:00 PM,12.67,3.86
4/26/2015,11:00:00 PM,12.64,3.85
4/27/2015,12:00:00 AM,12.67,3.86
4/27/2015,1:00:00 AM,12.7,3.87
4/27/2015,2:00:00 AM,12.68,3.86
4/27/2015,3:00:00 AM,12.7,3.87
4/27/2015,4:00:00 AM,12.7,3.87
4/27/2015,5:00:00 AM,12.69,3.87
4/27/2015,6:00:00 AM,12.7,3.87
4/27/2015,7:00:00 AM,12.71,3.87
4/27/2015,8:00:00 AM,12.75,3.89
4/27/2015,9:00:00 AM,12.78,3.9
4/27/2015,10:00:00 AM,12.76,3.89
4/27/2015,11:00:00 AM,12.77,3.89
4/27/2015,12:00:00 PM,12.76,3.89
4/27/2015,1:00:00 PM,12.69,3.87
4/27/2015,2:00:00 PM,12.73,3.88
4/27/2015,3:00:00 PM,12.72,3.88
4/27/2015,4:00:00 PM,12.72,3.88
4/27/2015,5:00:00 PM,12.75,3.89
4/27/2015,6:00:00 PM,12.75,3.89
4/27/2015,7:00:00 PM,12.76,3.89
4/27/2015,8:00:00 PM,12.76,3.89
4/27/2015,9:00:00 PM,12.79,3.9
4/27/2015,10:00:00 PM,12.77,3.89
4/27/2015,11:00:00 PM,12.78,3.9
4/28/2015,12:00:00 AM,12.78,3.9
4/28/2015,1:00:00 AM,12.81,3.9
4/28/2015,2:00:00 AM,12.8,3.9
4/28/2015,3:00:00 AM,12.78,3.9
4/28/2015,4:00:00 AM,12.76,3.89
4/28/2015,5:00:00 AM,12.75,3.89
4/28/2015,6:00:00 AM,12.8,3.9
4/28/2015,7:00:00 AM,12.79,3.9
4/28/2015,8:00:00 AM,12.78,3.9
4/28/2015,9:00:00 AM,12.82,3.91
4/28/2015,10:00:00 AM,12.85,3.92
4/28/2015,11:00:00 AM,12.82,3.91
4/28/2015,12:00:00 PM,12.84,3.91
4/28/2015,1:00:00 PM,12.74,3.88
4/28/2015,2:00:00 PM,12.7,3.87
4/28/2015,3:00:00 PM,12.7,3.87
4/28/2015,4:00:00 PM,12.71,3.87
4/28/2015,5:00:00 PM,12.7,3.87
4/28/2015,6:00:00 PM,12.74,3.88
4/28/2015,7:00:00 PM,12.71,3.87
4/28/2015,8:00:00 PM,12.74,3.88
4/28/2015,9:00:00 PM,12.77,3.89
4/28/2015,10:00:00 PM,12.75,3.89
4/28/2015,11:00:00 PM,12.78,3.9
4/29/2015,12:00:00 AM,12.77,3.89
4/29/2015,1:00:00 AM,12.73,3.88
4/29/2015,2:00:00 AM,12.75,3.89
4/29/2015,3:00:00 AM,12.96,3.95
4/29/2015,4:00:00 AM,12.72,3.88
4/29/2015,5:00:00 AM,12.8,3.9
4/29/2015,6:00:00 AM,12.78,3.9
4/29/2015,7:00:00 AM,12.83,3.91
4/29/2015,8:00:00 AM,12.85,3.92
4/29/2015,9:00:00 AM,12.84,3.91
4/29/2015,10:00:00 AM,12.73,3.88
4/29/2015,11:00:00 AM,12.72,3.88
4/29/2015,12:00:00 PM,12.74,3.88
4/29/2015,1:00:00 PM,12.7,3.87
4/29/2015,2:00:00 PM,12.71,3.87
4/29/2015,3:00:00 PM,12.72,3.88
4/29/2015,4:00:00 PM,12.75,3.89
4/29/2015,5:00:00 PM,12.67,3.86
4/29/2015,6:00:00 PM,12.72,3.88
4/29/2015,7:00:00 PM,12.74,3.88
4/29/2015,8:00:00 PM,12.77,3.89
4/29/2015,9:00:00 PM,12.77,3.89
4/29/2015,10:00:00 PM,12.75,3.89
4/29/2015,11:00:00 PM,12.78,3.9
